celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Mel B,Maksim Chmerkoskiy,Singer/Rapper,,England,32,5,2nd Place,2,0.882121109,0.882121109,0.882121109,0,-0.193847071,0.720003408,0.720003408,0,0.957136658,0.957136658,0.957136658,0,-0.774596669,0.387298335,0.387298335,0,1.675214585,0.694601169,1.675214585,0,1.496264004,1.496264004,1.496264004,0,1,1,1,0,0.406866736,1.278724026,1.278724026,0,0.774596669,0.774596669,0.774596669,0,0.614243059,0.614243059,1.009079751,0,,,,,0.860780869,0.513575647,-0.774596669,1.675214585,2.449811254,0.027823274,-0.136265819,0.135425217,0.45,0.427764822,10,30,0.038780889
Wayne Newton,Cheryl Burke,Singer/Rapper,Virginia,United States,65,5,Eliminated Week 3,10,-1.166676306,-0.142277598,-1.166676306,0,-2.021548031,-2.021548031,-2.021548031,0,-1.821647187,-1.821647187,-1.821647187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.556135096,0.628854806,-2.021548031,-0.142277598,1.879270433,-0.498218558,-0.996437117,0.11659919,0.349797571,0.640842127,3,9,0.604418425
Marie Osmond,Jonathan Roberts,Singer/Rapper,Utah,United States,47,5,3rd Place,3,-0.142277598,-0.142277598,-0.142277598,0,0.720003408,0.720003408,0.720003408,0,0.957136658,0.030875376,0.957136658,0,0.387298335,0.387298335,-0.774596669,0,-1.266625662,-1.266625662,-1.266625662,0,-0.598505602,-0.598505602,-1.645890405,0,1,-0.5,-0.5,0,-1.336847846,-0.464990555,-1.336847846,0,-0.774596669,-0.774596669,-2.323790008,0,-0.96522217,-1.557536439,-1.557536439,0,,,,,-0.468547237,0.903545722,-2.323790008,1,3.323790008,-0.201160232,-1.217820751,0.302198207,0.800000001,0.808095317,10,30,0.568029005
Mark Cuban,Kym Johnson,TV Personality,Pennsylvania,United States,49,5,Eliminated Week 5,8,-0.142277598,-0.142277598,-0.142277598,0,-1.107697551,-1.107697551,-1.107697551,0,-1.821647187,-0.895385906,-0.895385906,0,-1.936491673,-0.774596669,-1.936491673,0,-1.266625662,-1.266625662,-1.266625662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.053986763,0.592406768,-1.936491673,-0.142277598,1.794214075,-0.269019192,-1.124348064,0.147197331,0.45,0.535511251,5,15,0.630912797
Cristian de la Fuente,Cheryl Burke,Actor/Actress,,Chile,34,6,3rd Place,3,0.199116993,0.199116993,0.199116993,0,-0.100830226,-0.826807852,-0.100830226,0,0.43643578,0.43643578,1.527525232,0,0.577350269,-0.288675135,0.577350269,0,-1.237436867,-0.176776695,-0.176776695,0,0.448879201,0.448879201,0.448879201,0,-1.785687331,-1.785687331,-0.961523948,0,1.986366576,0.18057878,1.083472678,0,0.784464541,-0.39223227,0.784464541,0,-0.633750222,-2.263393651,-0.633750222,0,,,,,-0.034857521,0.950750247,-2.263393651,1.986366576,4.249760227,-0.062074925,-1.376081691,0.358592342,0.885245902,0.839797332,10,30,0.050083522
Steve Guttenberg,Anna Trebunskaya,Actor/Actress,New York,United States,49,6,Eliminated Week 3,10,-0.59735098,-0.59735098,-0.59735098,0,-0.826807852,-1.552785478,-1.552785478,0,-0.654653671,-0.654653671,-0.654653671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.854265862,0.402207052,-1.552785478,-0.59735098,0.955434498,-0.028651346,-0.057302691,0.05856039,0.175681171,0.39640084,3,9,0.005224213
Priscilla Presley,Louis van Amstel,Actor/Actress,New York,United States,62,6,Eliminated Week 5,8,0.995584967,0.995584967,0.995584967,0,-0.100830226,-0.100830226,-0.100830226,0,0.43643578,1.527525232,1.527525232,0,-1.154700538,-1.154700538,-0.288675135,0,-1.237436867,-1.237436867,-1.237436867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.008975756,1.042104768,-1.237436867,1.527525232,2.764962099,-0.523123885,-2.233021834,0.129365079,0.396825397,1.076649977,5,15,0.590201129
Marlee Matlin,Fabian Sanchez,Actor/Actress,Illinois,United States,42,6,Eliminated Week 6,7,0.199116993,0.199116993,0.995584967,0,0.6251474,0.6251474,0.6251474,0,-0.654653671,-0.654653671,-0.654653671,0,-0.288675135,-0.288675135,-0.288675135,0,-1.237436867,-1.237436867,-0.176776695,0,-1.645890405,-1.645890405,-1.645890405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.397224828,0.84571815,-1.645890405,0.995584967,2.641475372,-0.420388506,-2.110496723,0.097742291,0.375,0.855809898,6,18,0.844530038
Shannon Elizabeth,Derek Hough,Actor/Actress,Texas,United States,34,6,Eliminated Week 7,6,0.199116993,0.199116993,0.199116993,0,0.6251474,0.6251474,0.6251474,0,0.43643578,0.43643578,0.43643578,0,0.577350269,1.443375673,0.577350269,0,-0.176776695,-0.176776695,-1.237436867,0,-0.598505602,-0.598505602,-0.598505602,0,-0.137360564,-0.137360564,-0.137360564,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.122932761,0.592470169,-1.237436867,1.443375673,2.68081254,-0.157982305,-0.336477557,0.089285714,0.375,0.566196767,7,21,0.363319663
Marissa Jaret Winokur,Tony Dovolani,Actor/Actress,New York,United States,35,6,Eliminated Week 9,4,-0.59735098,-0.59735098,-0.59735098,0,-0.100830226,-0.100830226,-0.100830226,0,-1.745743122,-0.654653671,-1.745743122,0,-0.288675135,-0.288675135,-0.288675135,0,-0.176776695,-0.176776695,-0.176776695,0,0.448879201,-0.598505602,0.448879201,0,0.68680282,-0.137360564,-0.137360564,0,-0.722315119,-1.625209017,-0.722315119,0,-1.568929081,-0.39223227,-1.568929081,0,0,0,0,0,,,,,-0.500949415,0.657068649,-1.745743122,0.68680282,2.432545942,-0.027624857,-0.579345831,0.191354414,0.461538462,0.569387097,9,27,0.017654121
Jason Taylor,Edyta Sliwinska,Athlete,Pennsylvania,United States,33,6,2nd Place,2,0.199116993,0.995584967,0.199116993,0,1.351125026,1.351125026,1.351125026,0,0.43643578,-0.654653671,0.43643578,0,1.443375673,0.577350269,1.443375673,0,0.883883476,0.883883476,0.883883476,0,-0.598505602,-0.598505602,-0.598505602,0,1.510966203,-0.137360564,1.510966203,0,0.18057878,-1.625209017,0.18057878,0,-0.39223227,0.784464541,-0.39223227,0,0.181071492,0.181071492,0.181071492,0,,,,,0.404979401,0.802315986,-1.625209017,1.510966203,3.13617522,-0.100254887,-0.283534826,0.33124345,1.086956523,0.667853063,10,30,0.206566884
Kristi Yamaguchi,Mark Ballas,Athlete,California,United States,36,6,1st Place,1,1.792052941,1.792052941,1.792052941,0,1.351125026,1.351125026,1.351125026,0,1.527525232,1.527525232,1.527525232,0,1.443375673,0.577350269,1.443375673,0,0.883883476,1.944543648,1.944543648,0,1.496264004,1.496264004,1.496264004,0,1.510966203,-0.961523948,1.510966203,0,-0.722315119,1.083472678,1.083472678,0,0.784464541,-0.39223227,1.961161351,0,0.995893206,0.995893206,0.995893206,0,,,,,1.186136198,0.72906409,-0.961523948,1.961161351,2.922685299,-0.108244785,-0.796159735,0.513430776,2.037735849,0.436564172,10,30,0.563545805
Monica Seles,Jonathan Roberts,Athlete,,Yugoslavia,34,6,Eliminated Week 2,11,-1.393818954,-1.393818954,-1.393818954,0,-1.552785478,-1.552785478,-1.552785478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.473302216,0.087069551,-1.552785478,-1.393818954,0.158966524,-0.158966524,-0.158966524,3.70E-32,7.40E-32,0.112406307,2,6,1
Penn Jillette,Kym Johnson,Magician,Massachusetts,United States,53,6,Eliminated Week 2,12,-1.393818954,-0.59735098,-1.393818954,0,-0.826807852,-0.826807852,-1.552785478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.098565012,0.394863375,-1.552785478,-0.59735098,0.955434498,0.059529235,0.059529235,0.193567458,0.211453745,0.042093526,2,6,1
Adam Carolla,Julianne Hough,Radio Personality,California,United States,43,6,Eliminated Week 4,9,-1.393818954,-1.393818954,-1.393818954,0,-0.826807852,-0.100830226,-0.826807852,0,-0.654653671,-0.654653671,-0.654653671,0,-2.020725942,-1.154700538,-2.020725942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.091334686,0.579902856,-2.020725942,-0.100830226,1.919895716,-0.108453392,-0.338231853,0.106420293,0.25,0.56251402,4,12,0.061953854
Mario,Karina Smirnoff,Singer/Rapper,Maryland,United States,21,6,Eliminated Week 8,5,0.995584967,0.995584967,0.995584967,0,1.351125026,0.6251474,1.351125026,0,-0.654653671,-1.745743122,0.43643578,0,-0.288675135,-1.154700538,0.577350269,0,0.883883476,0.883883476,0.883883476,0,0.448879201,0.448879201,1.496264004,0,-0.137360564,-0.137360564,-0.137360564,0,0.18057878,-0.722315119,0.18057878,0,0,0,0,0,0,0,0,0,,,,,0.323191647,0.822360205,-1.745743122,1.496264004,3.242007126,-0.101353797,-1.11597082,0.344196017,1.19047619,0.691692844,8,24,0.128826359
Ted McGinley,Inna Brayer,Actor/Actress,California,United States,50,7,Eliminated Week 1,12,-0.428753761,-0.428753761,0.03572948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.273926014,0.268169524,-0.428753761,0.03572948,0.464483241,0,0,0.071914894,0.071914894,0,1,3,0
Cloris Leachman,Corky Ballas,Actor/Actress,Iowa,United States,82,7,Eliminated Week 6,7,-0.428753761,-1.357720242,-1.357720242,0,-1.648485466,-1.648485466,-1.648485466,0,-1.215895443,-2.103170496,-2.103170496,0,0.524637303,-0.564994019,-0.564994019,0,-1.030114252,-1.030114252,-1.030114252,0,-1.974384936,-1.974384936,-1.974384936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.285040854,0.703601653,-2.103170496,0.524637303,2.627807799,-0.033453107,-0.926320188,0.157640676,0.395765473,0.659507481,6,18,0.009005369
Susan Lucci,Tony Dovolani,Actor/Actress,New York,United States,61,7,Eliminated Week 7,6,-0.428753761,-0.428753761,0.03572948,0,0.294372405,0.294372405,0.294372405,0,-0.32862039,-0.32862039,-0.32862039,0,0.524637303,0.524637303,0.524637303,0,-1.030114252,-1.030114252,-0.114457139,0,0.287183263,0.287183263,-0.466672803,0,-0.156173762,-0.156173762,-0.156173762,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.089815395,0.458283725,-1.030114252,0.524637303,1.554751555,-0.019998824,0.117752252,0.077260552,0.279475983,0.416255245,7,21,0.010771998
Cody Linley,Julianne Hough,Actor/Actress,Texas,United States,18,7,Eliminated Week 9,4,0.500212721,0.03572948,0.500212721,0,0.294372405,0.294372405,0.294372405,0,-0.32862039,-0.32862039,-0.32862039,0,-0.564994019,0.524637303,0.524637303,0,1.716857086,0.801199973,0.801199973,0,0.287183263,0.287183263,-0.466672803,0,-0.156173762,-1.093216333,-1.093216333,0,-0.790569415,-0.790569415,-0.790569415,0,-0.507092553,-1.183215957,-1.183215957,0,0,0,0,0,,,,,-0.101599883,0.724239387,-1.183215957,1.716857086,2.900073043,-0.158295952,-1.303226463,0.153517024,0.395765473,0.673123425,9,27,0.414773949
Misty May-Treanor,Maksim Chmerkoskiy,Athlete,California,United States,31,7,Withdrew,10,0.03572948,0.964695961,0.500212721,0,0.294372405,0.294372405,0.294372405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.397292563,0.314656865,0.03572948,0.964695961,0.928966481,-0.205840316,-0.205840316,0.10787234,0.215744681,0.145551083,2,6,1
Maurice Greene,Cheryl Burke,Athlete,Kansas,United States,34,7,Eliminated Week 8,5,0.03572948,0.03572948,0.03572948,0,0.294372405,-0.677056531,-0.677056531,0,0.558654663,0.558654663,0.558654663,0,-1.65462534,-0.564994019,-0.564994019,0,0.801199973,0.801199973,0.801199973,0,-0.466672803,-0.466672803,-0.466672803,0,-0.156173762,0.780868809,-0.156173762,0,-0.790569415,-0.790569415,-0.790569415,0,0,0,0,0,0,0,0,0,,,,,-0.123366961,0.661591892,-1.65462534,0.801199973,2.455825313,-0.054566274,-0.826298895,0.125375807,0.395765472,0.61956879,8,24,0.0465394
Warren Sapp,Kym Johnson,Athlete,Florida,United States,35,7,2nd Place,2,0.500212721,0.500212721,0.964695961,0,1.26580134,1.26580134,1.26580134,0,1.445929716,0.558654663,0.558654663,0,0.524637303,-0.564994019,-0.564994019,0,-0.114457139,-0.114457139,0.801199973,0,0.287183263,1.04103933,0.287183263,0,-1.093216333,-1.093216333,-1.093216333,0,1.58113883,0,0.790569415,0,0.169030851,-0.507092553,-0.507092553,0,-1.016001016,0.127000127,-1.016001016,0,,,,,0.21551753,0.840283156,-1.093216333,1.58113883,2.674355163,-0.140075102,-1.290041103,0.209937317,0.435483871,0.788670789,10,29,0.289162403
Jeffrey Ross,Edyta Sliwinska,Comedian,New Jersey,United States,43,7,Eliminated Week 1,13,-2.286686723,-2.286686723,-2.286686723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-2.286686723,0,-2.286686723,-2.286686723,0,0,0,0,0,0,1,3,0
Toni Braxton,Alec Mazo,Singer/Rapper,Maryland,United States,40,7,Eliminated Week 5,8,0.964695961,0.500212721,1.429179202,0,0.294372405,1.26580134,1.26580134,0,0.558654663,-0.32862039,-0.32862039,0,-0.564994019,-0.564994019,0.524637303,0,-1.030114252,-1.030114252,-0.114457139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.189429365,0.826068264,-1.030114252,1.429179202,2.459293454,-0.452295762,-1.689591176,0.29359264,0.395765473,0.742603331,5,15,0.927408903
Lance Bass,Lacey Schwimmer,Singer/Rapper,Mississippi,United States,29,7,3rd Place,3,0.964695961,-0.428753761,1.429179202,0,0.294372405,-0.677056531,0.294372405,0,0.558654663,-0.32862039,-0.32862039,0,1.614268625,0.524637303,1.614268625,0,-1.030114252,-1.030114252,-1.030114252,0,1.04103933,1.04103933,1.04103933,0,0.780868809,-1.093216333,0.780868809,0,0,-1.58113883,0.790569415,0,2.197401062,0.845154255,1.521277659,0,-1.016001016,-1.016001016,0.127000127,0,,,,,0.272446769,1.027537146,-1.58113883,2.197401062,3.778539892,-0.022915022,-1.290041102,0.678349459,2.8125,0.844148187,10,29,0.006754833
Kim Kardashian,Mark Ballas,TV Personality,California,United States,27,7,Eliminated Week 2,11,-0.428753761,0.03572948,-0.428753761,0,-0.677056531,-0.677056531,-1.648485466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.637396095,0.559572856,-1.648485466,0.03572948,1.684214946,-0.726940162,-0.726940162,0.193236476,0.314558059,0.514024318,2,6,1
Rocco DiSpirito,Karina Smirnoff,TV Personality,New York,United States,41,7,Eliminated Week 4,9,-0.428753761,-0.893237001,-0.428753761,0,-1.648485466,-0.677056531,-1.648485466,0,-0.32862039,-0.32862039,-1.215895443,0,-1.65462534,-1.65462534,-1.65462534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.046815352,0.589052941,-1.65462534,-0.32862039,1.32600495,-0.251283442,-1.071043832,0.16222299,0.314558059,0.52904874,4,12,0.375997645
Brooke Burke,Derek Hough,TV Personality,Connecticut,United States,37,7,1st Place,1,1.429179202,1.429179202,1.893662443,0,1.26580134,1.26580134,1.26580134,0,1.445929716,2.333204769,1.445929716,0,1.614268625,0.524637303,1.614268625,0,1.716857086,0.801199973,1.716857086,0,0.287183263,1.794895397,0.287183263,0,1.717911381,1.717911381,1.717911381,0,1.58113883,0,1.58113883,0,-0.507092553,0.169030851,-0.507092553,0,1.27000127,1.27000127,1.27000127,0,,,,,1.221127622,0.694508494,-0.507092553,2.333204769,2.840297322,-0.082925805,-0.314005679,0.191968827,0.75773196,0.602202397,10,29,0.17382245
Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,8,2nd Place,2,1.518777813,1.518777813,1.518777813,0,1.743880277,1.743880277,1.743880277,0,1.07450973,1.07450973,1.07450973,0,1.36833491,1.36833491,1.36833491,0,1.906925178,1.048808848,1.906925178,0,0.829501895,0.165900379,0.829501895,0,0.374165739,0.374165739,0.374165739,0,0.516397779,0.516397779,1.290994449,0,0.84292723,0.140487872,0.84292723,0,1.183215957,1.183215957,1.183215957,0,-0.894427191,1.118033989,-0.894427191,0,0.968349351,0.686185544,-0.894427191,1.906925178,2.801352369,-0.134417858,-1.742384611,0.191519747,1.35,0.601492166,11,33,0.549346892
Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,8,Eliminated Week 3,12,-0.198101454,-0.198101454,-0.198101454,0,0.162221421,0.162221421,0.162221421,0,-1.135910286,-0.583305282,-1.135910286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.329196217,0.517467148,-1.135910286,0.162221421,1.298131707,-0.376803582,-0.753607164,0.033930254,0.101790763,0.568418341,3,9,0.439434226
David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,8,Eliminated Week 5,9,-0.198101454,0.66033818,-0.198101454,0,-0.628608007,-1.419437435,-0.628608007,0,0.521904726,0.521904726,0.521904726,0,0.342083727,-0.171041864,-0.171041864,0,-0.667423812,0.190692518,-0.667423812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132730607,0.596138205,-1.419437435,0.66033818,2.079775615,-0.004664244,-0.469430126,0.157466086,0.245639535,0.532343073,5,15,0.00019192
Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,8,Eliminated Week 7,7,-0.198101454,-1.056541088,-1.056541088,0,0.162221421,-0.628608007,0.162221421,0,-0.030700278,-0.583305282,-0.030700278,0,-0.171041864,-1.197293046,-0.171041864,0,-1.525540143,-0.667423812,-0.667423812,0,-0.497701137,-0.497701137,0.165900379,0,-1.870828693,-1.870828693,-1.870828693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.671514626,0.682835306,-1.870828693,0.165900379,2.036729072,-0.156788842,-1.10043415,0.185601151,0.35106383,0.61132211,7,21,0.306970669
Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,8,Eliminated Week 10,4,-1.056541088,-1.914980721,-1.056541088,0,0.162221421,-0.628608007,0.162221421,0,0.521904726,0.521904726,-0.030700278,0,0.855209319,0.342083727,0.342083727,0,-0.667423812,-0.667423812,-0.667423812,0,-1.161302654,-1.161302654,-1.161302654,0,-0.748331477,-0.748331477,-0.748331477,0,0.516397779,-1.032795559,0.516397779,0,-1.966830204,-1.264390846,-1.966830204,0,-1.521277659,-1.521277659,-1.521277659,0,0,0,0,0,-0.642426673,0.839085787,-1.966830204,0.855209319,2.822039523,-0.115109958,-0.178590027,0.160814033,0.8,0.798183195,10,30,0.190647921
Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,8,1st Place,1,1.518777813,1.518777813,0.66033818,0,0.953050849,0.953050849,0.953050849,0,1.07450973,1.07450973,1.07450973,0,0.342083727,0.342083727,0.855209319,0,1.048808848,0.190692518,1.048808848,0,0.165900379,0.829501895,0.829501895,0,0.374165739,0.374165739,1.496662955,0,0.516397779,-1.032795559,0.516397779,0,0.84292723,0.140487872,0.84292723,0,0.507092553,-0.169030851,0.507092553,0,1.118033989,1.118033989,1.118033989,0,0.718295748,0.520541952,-1.032795559,1.518777813,2.551573372,-0.051783583,-0.11459728,0.205682151,0.8,0.371745353,11,33,0.213444896
Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,8,Eliminated Week 4,10,-1.056541088,-1.914980721,-1.914980721,0,-0.628608007,-1.419437435,-0.628608007,0,-1.68851529,-2.241120293,-2.241120293,0,-1.710418637,-1.710418637,-1.710418637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.572097314,0.545287286,-2.241120293,-0.628608007,1.612512286,-0.140945419,-0.08158446,0.138975173,0.245639535,0.489775355,4,12,0.138024704
Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,8,Eliminated Week 2,13,-0.198101454,-0.198101454,-1.056541088,0,-0.628608007,-0.628608007,-0.628608007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.556428003,0.323276596,-1.056541088,-0.198101454,0.858439634,-0.144360008,-0.144360008,0.122819768,0.245639535,0.102077941,2,6,1
Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,8,Eliminated Week 8,6,-0.198101454,0.66033818,0.66033818,0,-0.628608007,0.162221421,0.162221421,0,0.521904726,-0.030700278,0.521904726,0,0.342083727,-0.171041864,-0.171041864,0,-0.667423812,0.190692518,0.190692518,0,0.165900379,-0.497701137,0.165900379,0,0.374165739,0.374165739,0.374165739,0,-0.25819889,-0.25819889,-0.25819889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071978346,0.384309276,-0.667423812,0.66033818,1.327761992,-0.03956332,-0.632390525,0.129488773,0.245639535,0.251200251,8,24,0.148832084
Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,8,Eliminated Week 9,5,0.66033818,0.66033818,0.66033818,0,0.953050849,0.162221421,0.953050849,0,0.521904726,0.521904726,1.07450973,0,0.855209319,0.342083727,1.36833491,0,1.048808848,0.190692518,1.048808848,0,1.493103412,0.165900379,1.493103412,0,0.374165739,-0.748331477,0.374165739,0,0.516397779,0.516397779,2.065591118,0,-0.561951487,0.140487872,-0.561951487,0,0,0,0,0,0,0,0,0,0.603284214,0.643260035,-0.748331477,2.065591118,2.813922595,-0.06898715,-0.988143214,0.310071469,0.800000001,0.464447873,9,27,0.165471695
Steve-O,Lacey Schwimmer,TV Personality,,England,34,8,Eliminated Week 6,8,-0.198101454,-1.056541088,-0.198101454,0,-1.419437435,-2.210266863,-1.419437435,0,-1.135910286,-1.135910286,-1.135910286,0,-1.197293046,-1.197293046,-1.197293046,0,-1.525540143,-1.525540143,-1.525540143,0,-0.497701137,-2.488505686,-1.82490417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27162373,0.590465257,-2.488505686,-0.198101454,2.290404232,-0.148175422,-1.119455666,0.246938811,1.027522936,0.444505043,6,18,0.388926027
Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,8,Eliminated Week 4,11,-0.198101454,-0.198101454,-0.198101454,0,-0.628608007,-0.628608007,-0.628608007,0,-1.135910286,-0.583305282,-0.583305282,0,-1.197293046,-0.684167455,-1.197293046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.655116898,0.364183707,-1.197293046,-0.198101454,0.999191592,-0.262334813,-0.828149728,0.04738918,0.101790763,0.346380339,4,12,0.955991734
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,8,3rd Place,3,1.518777813,0.66033818,1.518777813,0,1.743880277,0.953050849,1.743880277,0,1.07450973,1.07450973,1.07450973,0,1.36833491,0.855209319,1.36833491,0,0.190692518,0.190692518,1.048808848,0,0.829501895,0.829501895,0.829501895,0,1.496662955,0.374165739,1.496662955,0,-1.807392228,-1.807392228,-1.032795559,0,0.84292723,0.84292723,0.84292723,0,-0.169030851,0.507092553,-0.169030851,0,-0.894427191,-0.894427191,-0.894427191,0,0.533553203,0.98247365,-1.807392228,1.743880277,3.551272505,-0.198845037,-2.12705846,0.141791944,0.42,0.962093556,11,33,0.469880675
Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,9,Eliminated Week 1,16,-1.16910427,-0.618937555,-1.719270985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.16910427,0.550166715,-1.719270985,-0.618937555,1.10033343,0,0,0.302683414,0.302683414,0,1,3,0
Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,9,Eliminated Week 3,12,-0.252141406,-0.802308121,-0.802308121,0,0,0,0,0,-0.431749658,-1.133342852,-0.431749658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.618919216,0.317638901,-0.802308121,-0.252141406,0.550166715,0,0,0.100894471,0.100894471,0,1,3,0
Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,9,Eliminated Week 6,9,-0.252141406,-0.252141406,-0.252141406,0,0,-0.955533086,-0.955533086,0,-0.431749658,-0.431749658,0.269843536,0,1.088735426,1.088735426,1.741976681,0,-0.078086881,-0.078086881,-1.249390095,0,-0.764488095,-0.764488095,-1.354236054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.213557338,0.853972771,-1.354236054,1.741976681,3.096212735,-0.016549815,-0.708929342,0.146595057,0.457317073,0.833831092,6,17,0.00137879
